cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
21	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1019	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1446	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
646	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
179	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
86	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
25	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
58	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
183	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
671	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
655	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
363	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
925	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1017	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
668	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
473	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
282	46	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Alcohol;Hydrocarbon derivative;O-glycosyl compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Oxane;Secondary alcohol	0.9	1	0.556	0.42	0.272	0.272	0.026;0.033;0.023;0.03;0.028;0.029;0.028;0.028;0.023;0.025
1177	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
2168	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1812	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1534	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1657	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
851	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
893	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
567	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
604	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1580	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
890	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
557	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1990	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1119	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
304	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
614	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
19	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
2170	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1589	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
209	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1638	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
774	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1896	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
316	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
207	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
417	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
18	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1601	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
816	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
592	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
368	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
309	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
1038	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
605	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
277	9	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Polyol	0.97	1	0.633	0.503	0.407	0.174	0.023;0.023;0.026;0.029;0.027;0.025;0.025;0.025;0.027;0.023
