cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
581	119	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Alcohol;Carbonyl group;Carboxylic acid derivative;Hydrocarbon derivative;Hydroxy fatty acid;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	1	1	0.926	0.926	0.519	0.519	0.058;0.058;0.058;0.058;0.054;0.058;0.058;0.058;0.058;0.054
2196	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
347	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
827	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
603	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
349	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1483	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
299	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2203	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1200	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1487	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
295	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2208	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
635	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
291	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2147	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1113	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
631	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
791	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
276	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
467	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2146	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2268	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2263	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1138	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2261	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2266	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2267	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2264	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2265	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1135	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1134	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
670	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
518	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2149	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1608	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1006	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2046	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2047	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2104	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2045	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2042	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1607	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2040	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
809	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2048	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1451	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1372	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
801	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
800	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
807	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1375	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1374	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1535	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2169	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1626	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1625	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1624	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1999	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1998	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1377	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
559	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
558	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
555	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
554	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
556	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
551	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2238	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
553	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
552	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1439	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1199	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
854	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1191	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1193	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1576	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1195	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1194	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1197	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1196	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
530	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2091	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
743	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1558	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1399	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1398	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1176	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1175	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1174	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1172	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1171	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1170	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1179	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1178	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
511	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2181	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
513	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1285	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2186	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2143	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2142	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1281	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1280	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1283	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1282	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
223	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
923	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1289	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1288	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
514	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1579	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
689	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2217	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
685	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
684	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2214	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2219	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1416	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2230	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
683	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
682	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
833	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1226	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
621	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
836	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1471	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1222	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1221	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1220	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2199	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1305	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1255	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
401	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1379	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1378	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1342	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1524	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
408	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1544	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
454	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1942	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
455	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1940	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1944	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1945	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
819	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1527	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
374	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
814	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
391	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
817	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
575	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
395	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2134	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1397	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
244	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1493	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1039	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
241	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
509	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
950	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
242	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
249	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1395	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1994	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
500	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
176	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
173	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1708	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
971	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1502	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1391	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1390	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2055	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2054	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1120	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2059	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1122	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1501	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1506	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1126	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1367	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1504	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1458	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2157	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1227	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
520	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1976	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
659	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
523	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1974	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1973	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1972	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1971	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1970	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1968	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1969	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1618	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1619	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1616	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1617	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1237	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1615	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1612	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1613	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1611	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1985	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
438	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
439	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
436	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
437	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1272	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1142	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1140	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1146	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2174	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1144	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
887	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1148	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
885	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
916	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
693	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
690	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
691	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
912	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2226	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
694	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
695	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2225	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1548	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
