CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
1076	1906	-26.0156	0	0.721634	0.477088	67	motif_171	motif_171,NA,NA,NA,NA	motif_171
1059	2198	120.297	0	0.804498	0.563422	67	motif_171	motif_171,NA,NA,NA,NA	motif_171
487	1059	2.01529	0	0.888082	0.727288	67	motif_171	motif_171,NA,NA,NA,NA	motif_171
487	2198	122.312	0	0.868063	0.660844	67	motif_171	motif_171,NA,NA,NA,NA	motif_171
487	1906	-2.0159	0	0.840716	0.688408	67	motif_171	motif_171,NA,NA,NA,NA	motif_171
1059	1906	-4.03119	0	0.728296	0.515063	67	motif_171	motif_171,NA,NA,NA,NA	motif_171
1059	1076	21.9844	0	0.858284	0.65859	67	motif_171	motif_171,NA,NA,NA,NA	motif_171
257	1662	0.000610352	0	0.793338	0.698783	69	motif_112	motif_112,NA,NA,NA,NA	motif_112
257	1903	-109.999	0	0.700197	0.515655	69		motif_112,NA,NA,NA,NA	
257	1043	0	0	0.750993	0.722177	69		motif_112,NA,NA,NA,NA	
80	1187	12.0009	0	0.872041	0.766757	72		NA,NA,NA,NA,NA	
80	1644	25.9793	0	0.718656	0.623844	72		NA,NA,NA,NA,NA	
93	212	18.0078	0	0.718518	0.524089	73		NA,NA,NA,NA,NA	
94	1821	15.993	0	0.707903	0.569674	74		motif_172,NA,NA,NA,NA	
820	2139	-0.00268555	0	0.736109	0.553463	74		motif_172,NA,NA,NA,NA	
94	2139	-0.00219727	0	0.763191	0.650075	74		motif_172,NA,NA,NA,NA	
94	820	0.000488281	0	0.960484	0.856031	74	motif_172	motif_172,NA,NA,NA,NA	motif_172
1620	2154	-28.0314	0	0.736732	0.628471	75	motif_110	motif_110,NA,NA,NA,NA	motif_110
1620	2065	-260.215	0	0.859248	0.690511	75	motif_110	motif_110,NA,NA,NA,NA	motif_110
150	2044	-476.46	0	0.702689	0.478995	75		motif_110,NA,NA,NA,NA	
1620	2044	-238.231	0	0.768242	0.669031	75		motif_110,NA,NA,NA,NA	
150	1620	-238.229	0	0.796985	0.595343	75		motif_110,NA,NA,NA,NA	
150	2065	-498.444	0	0.727363	0.444643	75		motif_110,NA,NA,NA,NA	
150	2154	-266.261	0	0.750188	0.558549	75		motif_110,NA,NA,NA,NA	
2044	2065	-21.9842	0	0.814001	0.62417	75		motif_110,NA,NA,NA,NA	
508	2241	-2.0163	0	0.802349	0.590188	78		NA,NA,NA,NA,NA	
742	2090	6.02539	0	0.783237	0.567526	79		NA,NA,NA,NA,NA	
744	1530	-30.0103	0	0.800533	0.659255	80		NA,NA,NA,NA,NA	
456	1507	-386.099	0	0.750925	0.595358	82		motif_141,motif_40,NA,NA,NA	
456	535	-0.0010376	0	0.842697	0.54477	82		motif_141,motif_40,NA,NA,NA	
535	1911	-536.148	0	0.700062	0.556152	82		motif_141,motif_40,NA,NA,NA	
535	1507	-386.097	0	0.791868	0.702918	82	motif_141	motif_141,motif_40,NA,NA,NA	motif_141
456	550	6.10352e-05	0	0.876878	0.564695	82	motif_40	motif_141,motif_40,NA,NA,NA	motif_40
388	456	42.0103	0	0.820934	0.531319	82		motif_141,motif_40,NA,NA,NA	
1507	1911	-150.051	0	0.780376	0.599329	82		motif_141,motif_40,NA,NA,NA	
573	2227	-152.009	0	0.762233	0.682575	84	motif_199	motif_199,NA,NA,NA,NA	motif_199
612	1036	-15.9954	0	0.854083	0.561324	87		NA,NA,NA,NA,NA	
474	616	-6.10352e-05	0	0.922198	0.79962	88	motif_3	motif_3,motif_149,NA,NA,NA	motif_3
182	1246	14.0168	0	0.940287	0.858673	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
1246	1762	-146.056	0	0.829885	0.775767	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
474	1246	176.068	0	0.848342	0.793389	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
168	945	-0.00149536	0	1	1	88		motif_3,motif_149,NA,NA,NA	
474	945	134.056	0	0.892006	0.843279	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
945	1762	-104.044	0	0.890861	0.802615	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
168	616	-134.058	0	0.759125	0.689193	88		motif_3,motif_149,NA,NA,NA	
474	1762	30.0122	0	0.851008	0.725765	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
168	1246	42.0102	0	0.918789	0.808075	88		motif_3,motif_149,NA,NA,NA	
182	616	-162.051	0	0.748787	0.712571	88	motif_3	motif_3,motif_149,NA,NA,NA	motif_3
616	1762	30.0123	0	0.80913	0.628468	88	motif_3	motif_3,motif_149,NA,NA,NA	motif_3
182	1762	-132.039	0	0.874631	0.768834	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
616	934	-302.043	0	0.896885	0.78632	88	motif_3	motif_3,motif_149,NA,NA,NA	motif_3
474	934	-302.043	0	0.744243	0.592968	88	motif_3	motif_3,motif_149,NA,NA,NA	motif_3
168	474	-134.057	0	0.892006	0.843279	88		motif_3,motif_149,NA,NA,NA	
945	1246	42.0117	0	0.918789	0.808075	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
168	182	27.9934	0	0.920664	0.796643	88		motif_3,motif_149,NA,NA,NA	
182	474	-162.051	0	0.864213	0.773872	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
182	945	-27.9949	0	0.920664	0.796643	88	motif_149,motif_3	motif_3,motif_149,NA,NA,NA	motif_149,motif_3
168	1762	-104.045	0	0.890861	0.802615	88		motif_3,motif_149,NA,NA,NA	
616	945	134.056	0	0.759125	0.689193	88	motif_3	motif_3,motif_149,NA,NA,NA	motif_3
1284	1825	0.000732422	0	0.814016	0.553095	91		NA,NA,NA,NA,NA	
1081	2081	6.10352e-05	0	0.84011	0.705433	92		NA,NA,NA,NA,NA	
1081	2077	0.000305176	0	0.811542	0.653976	92		NA,NA,NA,NA,NA	
2077	2081	-0.000244141	0	0.873074	0.764345	92		NA,NA,NA,NA,NA	
1351	2239	6.10352e-05	0	0.759727	0.609886	93		NA,NA,NA,NA,NA	
943	2239	146.058	0	0.734076	0.531077	93		NA,NA,NA,NA,NA	
548	1770	-21.9824	0	0.816577	0.62358	94		NA,NA,NA,NA,NA	
157	1011	27.9935	0	0.820596	0.685252	95		NA,NA,NA,NA,NA	
372	1923	15.9951	0	0.780595	0.679514	96		NA,NA,NA,NA,NA	
687	1923	-15.9952	0	0.827985	0.75873	96		NA,NA,NA,NA,NA	
134	687	-14.0146	0	0.803324	0.682006	96		NA,NA,NA,NA,NA	
134	1923	-30.0098	0	0.767926	0.644223	96		NA,NA,NA,NA,NA	
59	681	0.000976562	0	0.841819	0.565609	97	motif_199	motif_199,NA,NA,NA,NA	motif_199
1575	2197	-84.0938	0	0.793112	0.66717	98		motif_121,NA,NA,NA,NA	
1575	1652	-84.0936	0	0.867264	0.699708	98	motif_121	motif_121,NA,NA,NA,NA	motif_121
1304	1605	30.009	0	0.929583	0.806089	99	motif_76	motif_76,NA,NA,NA,NA	motif_76
1437	1716	-0.00109863	0	1	1	100	motif_146	motif_146,NA,NA,NA,NA	motif_146
1306	1716	0.00012207	0	0.792137	0.730477	100	motif_146	motif_146,NA,NA,NA,NA	motif_146
1306	1437	0.0012207	0	0.792137	0.730477	100	motif_146	motif_146,NA,NA,NA,NA	motif_146
914	1303	-192.064	0	0.822625	0.61566	102	motif_87	motif_87,NA,NA,NA,NA	motif_87
66	424	46.0051	0	0.737254	0.489346	103		NA,NA,NA,NA,NA	
66	2222	-98.0351	0	0.797843	0.516414	103		NA,NA,NA,NA,NA	
424	2222	-144.04	0	0.731764	0.483842	103		NA,NA,NA,NA,NA	
496	1582	-2.01349	0	0.906907	0.725014	104		NA,NA,NA,NA,NA	
210	496	-15.993	0	0.934815	0.825595	104		NA,NA,NA,NA,NA	
210	1582	-18.0065	0	0.930242	0.764958	104		NA,NA,NA,NA,NA	
1263	1602	156.188	0	0.910943	0.624412	108		NA,NA,NA,NA,NA	
766	994	21.982	0	0.79846	0.607381	108		NA,NA,NA,NA,NA	
766	1263	194.08	0	0.726716	0.451107	108		NA,NA,NA,NA,NA	
1183	1602	60.0206	0	0.772049	0.512046	108		NA,NA,NA,NA,NA	
977	1602	134.204	0	0.915051	0.614514	108		NA,NA,NA,NA,NA	
977	1263	-21.9835	0	0.892317	0.749225	108		NA,NA,NA,NA,NA	
977	1183	74.1835	0	0.707384	0.512046	108		NA,NA,NA,NA,NA	
766	970	-2.01581	0	0.731379	0.456837	108		NA,NA,NA,NA,NA	
628	766	-0.00140381	0	0.808046	0.49774	108		NA,NA,NA,NA,NA	
373	994	-122.114	0	0.717579	0.521671	108		NA,NA,NA,NA,NA	
1183	1263	-96.167	0	0.772903	0.605161	108		NA,NA,NA,NA,NA	
377	396	-78.0108	0	0.812229	0.590441	109		NA,NA,NA,NA,NA	
805	1774	1.97821	0	0.784212	0.556015	109		NA,NA,NA,NA,NA	
377	805	0	0	0.822814	0.644317	109		NA,NA,NA,NA,NA	
396	805	78.0108	0	0.807643	0.618562	109		NA,NA,NA,NA,NA	
377	1774	1.97821	0	0.830151	0.575323	109		NA,NA,NA,NA,NA	
706	1892	30.0124	0	0.840344	0.592119	110		NA,NA,NA,NA,NA	
586	707	-0.00646973	0	0.934401	0.766684	111		NA,NA,NA,NA,NA	
703	1621	0.00280762	0	0.898265	0.753409	112	motif_0	motif_0,NA,NA,NA,NA	motif_0
392	1217	30.0115	0	0.829174	0.656371	113		NA,NA,NA,NA,NA	
947	1522	15.9955	0	0.834059	0.782063	114	motif_11	motif_11,NA,NA,NA,NA	motif_11
793	947	32.026	0	0.735592	0.657425	114		motif_11,NA,NA,NA,NA	
793	1666	-18.0104	0	0.739122	0.679094	114		motif_11,NA,NA,NA,NA	
306	792	8.02402	0	0.712947	0.510982	115		NA,NA,NA,NA,NA	
306	1133	-332.126	0	0.853225	0.524722	115		NA,NA,NA,NA,NA	
798	868	0.000396729	0	0.772154	0.575951	116		NA,NA,NA,NA,NA	
1271	2175	13.984	0	0.709125	0.604402	117		NA,NA,NA,NA,NA	
584	2205	0.00152588	0	0.942149	0.824813	118		NA,NA,NA,NA,NA	
321	581	2.01538	0	0.85129	0.728516	119		NA,NA,NA,NA,NA	
1137	1396	28.0316	0	0.778122	0.612527	121	motif_60	motif_60,NA,NA,NA,NA	motif_60
989	2151	-13.9783	0	0.794846	0.593538	121		motif_60,NA,NA,NA,NA	
1137	2103	-74.038	0	0.705956	0.603172	121		motif_60,NA,NA,NA,NA	
1137	2151	-71.999	0	0.806416	0.593538	121		motif_60,NA,NA,NA,NA	
1088	1137	-112.126	0	0.861449	0.718838	121	motif_60	motif_60,NA,NA,NA,NA	motif_60
589	1829	0	0	0.729375	0.607759	122		NA,NA,NA,NA,NA	
416	451	26.0163	0	0.84065	0.630121	124		NA,NA,NA,NA,NA	
451	1003	2.01419	0	0.835052	0.598407	124		NA,NA,NA,NA,NA	
416	1003	28.0305	0	0.829689	0.710831	124		NA,NA,NA,NA,NA	
458	891	0	0	0.757348	0.668368	125		NA,NA,NA,NA,NA	
458	504	31.9893	0	0.749036	0.656091	125		NA,NA,NA,NA,NA	
504	891	-31.9893	0	0.720714	0.66308	125		NA,NA,NA,NA,NA	
458	780	15.9942	0	0.720607	0.528818	125		NA,NA,NA,NA,NA	
780	891	-15.9942	0	0.719241	0.614494	125		NA,NA,NA,NA,NA	
755	1224	0.00109863	0	0.789672	0.678927	127		NA,NA,NA,NA,NA	
121	625	0	0	0.820774	0.722539	129		NA,NA,NA,NA,NA	
178	696	15.9934	0	0.744516	0.653058	130		NA,NA,NA,NA,NA	
832	1209	-92.1351	0	0.724642	0.613343	131		NA,NA,NA,NA,NA	
595	1209	2.01691	0	0.858723	0.71655	131		NA,NA,NA,NA,NA	
1878	2038	0.0012207	0	0.733543	0.503181	132	motif_141	motif_141,NA,NA,NA,NA	motif_141
43	165	-0.00152588	0	0.80043	0.657888	133		motif_152,motif_123,NA,NA,NA	
33	2052	-0.00372314	0	0.716927	0.56311	133		motif_152,motif_123,NA,NA,NA	
33	43	0.00140381	0	0.827366	0.696586	133		motif_152,motif_123,NA,NA,NA	
33	367	0.00268555	0	0.750139	0.665895	133	motif_152	motif_152,motif_123,NA,NA,NA	motif_152
367	2052	-0.00640869	0	0.700406	0.558924	133	motif_123	motif_152,motif_123,NA,NA,NA	motif_123
367	1094	-0.00640869	0	0.722137	0.588536	133	motif_123,motif_152	motif_152,motif_123,NA,NA,NA	motif_123,motif_152
1094	2052	0	0	0.71496	0.648477	133	motif_123	motif_152,motif_123,NA,NA,NA	motif_123
43	1094	-0.00512695	0	0.762765	0.66906	133		motif_152,motif_123,NA,NA,NA	
43	367	0.00128174	0	0.813236	0.647388	133		motif_152,motif_123,NA,NA,NA	
165	367	0.00280762	0	0.806368	0.691174	133	motif_152	motif_152,motif_123,NA,NA,NA	motif_152
33	165	-0.00012207	0	0.722305	0.611109	133	motif_152	motif_152,motif_123,NA,NA,NA	motif_152
364	2057	-0.000427246	0	1	1	134		NA,NA,NA,NA,NA	
167	2058	0	0	0.828305	0.714017	135		NA,NA,NA,NA,NA	
750	867	15.9953	0	0.78446	0.608222	139		NA,NA,NA,NA,NA	
757	867	-0.000244141	0	0.764822	0.637892	139		NA,NA,NA,NA,NA	
757	772	-30.0107	0	0.891344	0.80176	139		NA,NA,NA,NA,NA	
772	867	30.0105	0	0.747826	0.622636	139		NA,NA,NA,NA,NA	
750	757	15.9955	0	0.719781	0.657485	139		NA,NA,NA,NA,NA	
1315	2019	0.000701904	0	0.907053	0.71849	141		motif_64,NA,NA,NA,NA	
1315	1614	-15.9938	0	0.890466	0.711157	141		motif_64,NA,NA,NA,NA	
1614	2019	15.9945	0	0.887921	0.689644	141		motif_64,NA,NA,NA,NA	
1614	2262	-0.000701904	0	0.84398	0.690642	141	motif_64	motif_64,NA,NA,NA,NA	motif_64
2019	2262	-15.9952	0	0.847511	0.619193	141		motif_64,NA,NA,NA,NA	
1315	2262	-15.9945	0	0.831699	0.586362	141		motif_64,NA,NA,NA,NA	
1114	1357	-21.9811	0	0.737112	0.633776	143		NA,NA,NA,NA,NA	
775	1046	21.9843	0	0.807872	0.689578	144		NA,NA,NA,NA,NA	
76	219	9.15527e-05	0	0.730119	0.633394	145		NA,NA,NA,NA,NA	
125	2232	-0.000366211	0	1	1	147		NA,NA,NA,NA,NA	
1024	1141	-6.06812	0	0.708914	0.539643	148	motif_140	motif_140,NA,NA,NA,NA	motif_140
1147	1414	0.00088501	0	1	1	149		NA,NA,NA,NA,NA	
664	1276	0.000854492	0	1	1	151	motif_130	motif_130,NA,NA,NA,NA	motif_130
663	1566	-14.0152	0	0.712601	0.517448	152		NA,NA,NA,NA,NA	
692	1489	2.01559	0	0.818772	0.57071	153	motif_132	motif_132,NA,NA,NA,NA	motif_132
692	1989	0.000488281	0	0.859326	0.761314	153	motif_132	motif_132,NA,NA,NA,NA	motif_132
383	1547	-38.0712	0	0.7925	0.644333	154		NA,NA,NA,NA,NA	
218	1313	14.0135	0	0.761834	0.672149	159		NA,NA,NA,NA,NA	
460	992	26.017	0	0.907866	0.628127	161		NA,NA,NA,NA,NA	
521	1160	-30.01	0	0.836837	0.582879	164		NA,NA,NA,NA,NA	
834	847	-15.9939	0	0.794942	0.770072	166		NA,NA,NA,NA,NA	
169	783	-30.012	0	0.869996	0.84241	167		NA,NA,NA,NA,NA	
228	1724	-62.0336	0	0.768805	0.535144	168	motif_123	motif_123,NA,NA,NA,NA	motif_123
1559	1720	-15.9939	0	0.74382	0.562456	169		NA,NA,NA,NA,NA	
1165	2100	14.0201	0	0.738879	0.590511	172		NA,NA,NA,NA,NA	
571	2105	0	0	0.912719	0.770831	173		NA,NA,NA,NA,NA	
253	602	-391.299	0	0.726373	0.433422	175		NA,NA,NA,NA,NA	
1032	2158	-15.9913	0	0.821723	0.735134	176		NA,NA,NA,NA,NA	
1376	1442	-0.00189209	0	0.803279	0.631123	177		NA,NA,NA,NA,NA	
758	1860	58.0013	0	0.761867	0.533949	178		NA,NA,NA,NA,NA	
723	1978	-15.9972	0	0.744017	0.587969	179	motif_127	motif_127,NA,NA,NA,NA	motif_127
723	1862	4.03101	0	0.731886	0.594674	179		motif_127,NA,NA,NA,NA	
905	1604	-0.00012207	0	1	1	180		NA,NA,NA,NA,NA	
1395	1517	0.000732422	0	0.952631	0.86824	182		NA,NA,NA,NA,NA	
672	1538	-0.00134277	0	0.702539	0.51944	186	motif_123	motif_123,NA,NA,NA,NA	motif_123
672	1950	-1.97888	0	0.705437	0.468139	186	motif_123	motif_123,NA,NA,NA,NA	motif_123
41	1035	-0.000213623	0	0.892545	0.859898	187		NA,NA,NA,NA,NA	
843	1168	10.0194	0	0.701354	0.602758	189		NA,NA,NA,NA,NA	
673	843	0.00109863	0	0.771356	0.558259	189		NA,NA,NA,NA,NA	
673	1168	10.0205	0	0.806684	0.620605	189		NA,NA,NA,NA,NA	
697	1561	14.0144	0	0.804369	0.72435	195		NA,NA,NA,NA,NA	
370	759	15.9946	0	0.705301	0.542357	196	motif_199	motif_199,NA,NA,NA,NA	motif_199
1	1	0	1	1	1	-1		0	0
12	12	0	1	1	1	-1		0	0
20	20	0	1	1	1	-1	motif_153	0	0
32	32	0	1	1	1	-1	motif_101	0	0
34	34	0	1	1	1	-1	motif_140,motif_83	0	0
39	39	0	1	1	1	-1	motif_165,motif_60	0	0
50	50	0	1	1	1	-1	motif_60	0	0
53	53	0	1	1	1	-1	motif_149	0	0
60	60	0	1	1	1	-1		0	0
67	67	0	1	1	1	-1	motif_165,motif_60	0	0
69	69	0	1	1	1	-1		0	0
70	70	0	1	1	1	-1	motif_112	0	0
72	72	0	1	1	1	-1		0	0
75	75	0	1	1	1	-1	motif_34	0	0
78	78	0	1	1	1	-1		0	0
79	79	0	1	1	1	-1		0	0
81	81	0	1	1	1	-1		0	0
83	83	0	1	1	1	-1		0	0
85	85	0	1	1	1	-1		0	0
88	88	0	1	1	1	-1		0	0
90	90	0	1	1	1	-1	motif_49	0	0
92	92	0	1	1	1	-1		0	0
95	95	0	1	1	1	-1		0	0
102	102	0	1	1	1	-1	motif_101	0	0
104	104	0	1	1	1	-1		0	0
107	107	0	1	1	1	-1		0	0
109	109	0	1	1	1	-1		0	0
113	113	0	1	1	1	-1		0	0
115	115	0	1	1	1	-1		0	0
116	116	0	1	1	1	-1		0	0
117	117	0	1	1	1	-1		0	0
124	124	0	1	1	1	-1		0	0
128	128	0	1	1	1	-1	motif_3	0	0
129	129	0	1	1	1	-1	motif_172	0	0
130	130	0	1	1	1	-1	motif_153,motif_199	0	0
136	136	0	1	1	1	-1	motif_165,motif_60	0	0
137	137	0	1	1	1	-1		0	0
139	139	0	1	1	1	-1		0	0
140	140	0	1	1	1	-1	motif_123	0	0
141	141	0	1	1	1	-1	motif_124,motif_40	0	0
144	144	0	1	1	1	-1	motif_163	0	0
149	149	0	1	1	1	-1	motif_186	0	0
159	159	0	1	1	1	-1	motif_28	0	0
162	162	0	1	1	1	-1	motif_108	0	0
164	164	0	1	1	1	-1	motif_102	0	0
170	170	0	1	1	1	-1	motif_163	0	0
172	172	0	1	1	1	-1		0	0
173	173	0	1	1	1	-1	motif_82	0	0
174	174	0	1	1	1	-1	motif_108	0	0
176	176	0	1	1	1	-1		0	0
186	186	0	1	1	1	-1		0	0
188	188	0	1	1	1	-1	motif_101	0	0
190	190	0	1	1	1	-1		0	0
191	191	0	1	1	1	-1	motif_191,motif_199	0	0
192	192	0	1	1	1	-1	motif_140	0	0
198	198	0	1	1	1	-1	motif_7	0	0
199	199	0	1	1	1	-1	motif_153	0	0
201	201	0	1	1	1	-1		0	0
205	205	0	1	1	1	-1		0	0
208	208	0	1	1	1	-1		0	0
211	211	0	1	1	1	-1		0	0
213	213	0	1	1	1	-1	motif_154	0	0
215	215	0	1	1	1	-1	motif_113,motif_76	0	0
216	216	0	1	1	1	-1	motif_153	0	0
223	223	0	1	1	1	-1	motif_163	0	0
224	224	0	1	1	1	-1		0	0
238	238	0	1	1	1	-1	motif_121,motif_155,motif_163	0	0
241	241	0	1	1	1	-1	motif_58	0	0
242	242	0	1	1	1	-1		0	0
244	244	0	1	1	1	-1		0	0
249	249	0	1	1	1	-1		0	0
252	252	0	1	1	1	-1		0	0
254	254	0	1	1	1	-1	motif_163	0	0
256	256	0	1	1	1	-1		0	0
262	262	0	1	1	1	-1		0	0
263	263	0	1	1	1	-1	motif_163	0	0
264	264	0	1	1	1	-1	motif_163,motif_92	0	0
265	265	0	1	1	1	-1		0	0
269	269	0	1	1	1	-1		0	0
271	271	0	1	1	1	-1	motif_153	0	0
273	273	0	1	1	1	-1		0	0
276	276	0	1	1	1	-1	motif_173	0	0
279	279	0	1	1	1	-1	motif_199	0	0
281	281	0	1	1	1	-1		0	0
283	283	0	1	1	1	-1		0	0
291	291	0	1	1	1	-1		0	0
292	292	0	1	1	1	-1		0	0
295	295	0	1	1	1	-1		0	0
299	299	0	1	1	1	-1	motif_196	0	0
300	300	0	1	1	1	-1		0	0
302	302	0	1	1	1	-1	motif_173	0	0
307	307	0	1	1	1	-1		0	0
313	313	0	1	1	1	-1		0	0
315	315	0	1	1	1	-1	motif_145	0	0
318	318	0	1	1	1	-1		0	0
326	326	0	1	1	1	-1		0	0
327	327	0	1	1	1	-1	motif_163	0	0
328	328	0	1	1	1	-1	motif_59	0	0
330	330	0	1	1	1	-1		0	0
331	331	0	1	1	1	-1		0	0
332	332	0	1	1	1	-1		0	0
336	336	0	1	1	1	-1	motif_104,motif_199	0	0
339	339	0	1	1	1	-1		0	0
341	341	0	1	1	1	-1		0	0
345	345	0	1	1	1	-1	motif_115,motif_30	0	0
347	347	0	1	1	1	-1	motif_115,motif_153,motif_163	0	0
349	349	0	1	1	1	-1		0	0
350	350	0	1	1	1	-1		0	0
354	354	0	1	1	1	-1		0	0
356	356	0	1	1	1	-1		0	0
357	357	0	1	1	1	-1		0	0
359	359	0	1	1	1	-1	motif_199	0	0
365	365	0	1	1	1	-1		0	0
366	366	0	1	1	1	-1	motif_163	0	0
374	374	0	1	1	1	-1		0	0
376	376	0	1	1	1	-1		0	0
378	378	0	1	1	1	-1		0	0
382	382	0	1	1	1	-1		0	0
385	385	0	1	1	1	-1		0	0
387	387	0	1	1	1	-1	motif_108	0	0
389	389	0	1	1	1	-1		0	0
390	390	0	1	1	1	-1		0	0
391	391	0	1	1	1	-1		0	0
395	395	0	1	1	1	-1	motif_66	0	0
398	398	0	1	1	1	-1		0	0
399	399	0	1	1	1	-1		0	0
400	400	0	1	1	1	-1		0	0
401	401	0	1	1	1	-1		0	0
405	405	0	1	1	1	-1		0	0
406	406	0	1	1	1	-1	motif_123	0	0
408	408	0	1	1	1	-1		0	0
412	412	0	1	1	1	-1		0	0
415	415	0	1	1	1	-1		0	0
418	418	0	1	1	1	-1	motif_134,motif_199	0	0
419	419	0	1	1	1	-1	motif_196	0	0
420	420	0	1	1	1	-1	motif_155,motif_163	0	0
423	423	0	1	1	1	-1		0	0
425	425	0	1	1	1	-1		0	0
428	428	0	1	1	1	-1	motif_113,motif_76	0	0
429	429	0	1	1	1	-1		0	0
433	433	0	1	1	1	-1	motif_178	0	0
435	435	0	1	1	1	-1	motif_51	0	0
436	436	0	1	1	1	-1		0	0
437	437	0	1	1	1	-1		0	0
438	438	0	1	1	1	-1		0	0
439	439	0	1	1	1	-1		0	0
440	440	0	1	1	1	-1		0	0
442	442	0	1	1	1	-1		0	0
443	443	0	1	1	1	-1		0	0
444	444	0	1	1	1	-1	motif_189	0	0
445	445	0	1	1	1	-1	motif_172	0	0
447	447	0	1	1	1	-1		0	0
448	448	0	1	1	1	-1		0	0
449	449	0	1	1	1	-1	motif_145,motif_172	0	0
452	452	0	1	1	1	-1	motif_86	0	0
454	454	0	1	1	1	-1	motif_163	0	0
455	455	0	1	1	1	-1		0	0
457	457	0	1	1	1	-1	motif_3	0	0
459	459	0	1	1	1	-1		0	0
461	461	0	1	1	1	-1		0	0
462	462	0	1	1	1	-1		0	0
464	464	0	1	1	1	-1		0	0
466	466	0	1	1	1	-1		0	0
467	467	0	1	1	1	-1		0	0
470	470	0	1	1	1	-1		0	0
471	471	0	1	1	1	-1	motif_121	0	0
479	479	0	1	1	1	-1	motif_85	0	0
480	480	0	1	1	1	-1	motif_146	0	0
481	481	0	1	1	1	-1	motif_101	0	0
488	488	0	1	1	1	-1		0	0
493	493	0	1	1	1	-1	motif_140,motif_80	0	0
494	494	0	1	1	1	-1		0	0
495	495	0	1	1	1	-1		0	0
499	499	0	1	1	1	-1		0	0
500	500	0	1	1	1	-1	motif_172,motif_38	0	0
502	502	0	1	1	1	-1	motif_8	0	0
503	503	0	1	1	1	-1	motif_33	0	0
505	505	0	1	1	1	-1		0	0
506	506	0	1	1	1	-1		0	0
509	509	0	1	1	1	-1		0	0
511	511	0	1	1	1	-1		0	0
513	513	0	1	1	1	-1		0	0
514	514	0	1	1	1	-1		0	0
516	516	0	1	1	1	-1	motif_121	0	0
518	518	0	1	1	1	-1	motif_141	0	0
520	520	0	1	1	1	-1		0	0
522	522	0	1	1	1	-1		0	0
523	523	0	1	1	1	-1		0	0
526	526	0	1	1	1	-1		0	0
528	528	0	1	1	1	-1	motif_87	0	0
530	530	0	1	1	1	-1	motif_199	0	0
531	531	0	1	1	1	-1		0	0
536	536	0	1	1	1	-1		0	0
540	540	0	1	1	1	-1		0	0
541	541	0	1	1	1	-1		0	0
545	545	0	1	1	1	-1	motif_155	0	0
546	546	0	1	1	1	-1		0	0
549	549	0	1	1	1	-1	motif_33	0	0
551	551	0	1	1	1	-1		0	0
552	552	0	1	1	1	-1		0	0
553	553	0	1	1	1	-1	motif_152	0	0
554	554	0	1	1	1	-1	motif_12	0	0
555	555	0	1	1	1	-1		0	0
556	556	0	1	1	1	-1	motif_165,motif_87	0	0
558	558	0	1	1	1	-1	motif_140,motif_173	0	0
559	559	0	1	1	1	-1		0	0
560	560	0	1	1	1	-1		0	0
561	561	0	1	1	1	-1		0	0
562	562	0	1	1	1	-1		0	0
563	563	0	1	1	1	-1		0	0
564	564	0	1	1	1	-1		0	0
565	565	0	1	1	1	-1		0	0
566	566	0	1	1	1	-1		0	0
568	568	0	1	1	1	-1		0	0
569	569	0	1	1	1	-1		0	0
570	570	0	1	1	1	-1		0	0
572	572	0	1	1	1	-1		0	0
575	575	0	1	1	1	-1		0	0
578	578	0	1	1	1	-1	motif_123	0	0
582	582	0	1	1	1	-1		0	0
583	583	0	1	1	1	-1	motif_163,motif_196,motif_30	0	0
585	585	0	1	1	1	-1	motif_115,motif_30	0	0
588	588	0	1	1	1	-1		0	0
590	590	0	1	1	1	-1		0	0
591	591	0	1	1	1	-1		0	0
596	596	0	1	1	1	-1		0	0
599	599	0	1	1	1	-1	motif_92	0	0
603	603	0	1	1	1	-1		0	0
607	607	0	1	1	1	-1		0	0
608	608	0	1	1	1	-1		0	0
610	610	0	1	1	1	-1		0	0
615	615	0	1	1	1	-1		0	0
617	617	0	1	1	1	-1		0	0
619	619	0	1	1	1	-1		0	0
621	621	0	1	1	1	-1		0	0
623	623	0	1	1	1	-1		0	0
624	624	0	1	1	1	-1		0	0
626	626	0	1	1	1	-1		0	0
627	627	0	1	1	1	-1	motif_191,motif_28	0	0
631	631	0	1	1	1	-1	motif_140	0	0
634	634	0	1	1	1	-1		0	0
635	635	0	1	1	1	-1	motif_67	0	0
642	642	0	1	1	1	-1		0	0
644	644	0	1	1	1	-1	motif_163,motif_92	0	0
