CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
98	574	42.0107	0	0.781977	0.619417	10		motif_33,motif_142,motif_181,motif_163,motif_92	
195	1492	-46.046	0	0.87461	0.728964	10		motif_33,motif_142,motif_181,motif_163,motif_92	
195	936	-32.0272	0	0.898643	0.762296	10	motif_196	motif_33,motif_142,motif_181,motif_163,motif_92	
8	414	-15.9955	0	0.852738	0.699126	10		motif_33,motif_142,motif_181,motif_163,motif_92	
517	1993	14.0146	0	0.787291	0.554696	10		motif_33,motif_142,motif_181,motif_163,motif_92	
82	804	-14.0202	0	0.889048	0.767775	10	motif_163,motif_181	motif_33,motif_142,motif_181,motif_163,motif_92	motif_163,motif_181
51	193	-14.0158	0	0.8353	0.816643	10	motif_33	motif_33,motif_142,motif_181,motif_163,motif_92	motif_33
31	657	-14.0138	0	0.861378	0.691731	10		motif_33,motif_142,motif_181,motif_163,motif_92	
31	1993	30.0453	0	0.828909	0.593474	10		motif_33,motif_142,motif_181,motif_163,motif_92	
939	1214	-90.0308	0	0.793676	0.652906	10		motif_33,motif_142,motif_181,motif_163,motif_92	
214	810	132.041	0	0.769682	0.569255	10		motif_33,motif_142,motif_181,motif_163,motif_92	
311	1993	56.0221	0	0.798254	0.630128	10	motif_92	motif_33,motif_142,motif_181,motif_163,motif_92	motif_92
1044	2218	-32.0634	0	0.7784	0.581114	10		motif_33,motif_142,motif_181,motif_163,motif_92	
52	1993	-1.97968	0	0.844377	0.608024	10	motif_92	motif_33,motif_142,motif_181,motif_163,motif_92	motif_92
16	132	-15.9934	0	0.856706	0.725185	10	motif_19	motif_33,motif_142,motif_181,motif_163,motif_92	
31	936	-132.04	0	0.799192	0.641628	10		motif_33,motif_142,motif_181,motif_163,motif_92	
82	476	-32.0246	0	0.863283	0.706676	10	motif_163	motif_33,motif_142,motif_181,motif_163,motif_92	motif_163
810	837	0.000488281	0	1	1	10		motif_33,motif_142,motif_181,motif_163,motif_92	
402	2099	-31.9919	0	0.771929	0.632692	10		motif_33,motif_142,motif_181,motif_163,motif_92	
82	1052	-58.0016	0	0.804373	0.621456	10		motif_33,motif_142,motif_181,motif_163,motif_92	
195	924	-30.0135	0	0.841612	0.676471	10		motif_33,motif_142,motif_181,motif_163,motif_92	
52	810	30.0115	0	0.868732	0.679477	10		motif_33,motif_142,motif_181,motif_163,motif_92	
1214	1827	-42.0104	0	0.85599	0.665834	10		motif_33,motif_142,motif_181,motif_163,motif_92	
217	338	-4.02917	0	0.808979	0.704209	10	motif_127	motif_33,motif_142,motif_181,motif_163,motif_92	
31	234	0.00195312	0	0.918409	0.794779	10		motif_33,motif_142,motif_181,motif_163,motif_92	
657	1993	44.0591	0	0.763951	0.572377	10		motif_33,motif_142,motif_181,motif_163,motif_92	
574	657	-42.0102	0	0.795196	0.582071	10		motif_33,motif_142,motif_181,motif_163,motif_92	
98	657	0.000488281	0	0.831857	0.696892	10		motif_33,motif_142,motif_181,motif_163,motif_92	
517	657	-30.0445	0	0.78526	0.594732	10		motif_33,motif_142,motif_181,motif_163,motif_92	
82	784	-43.9862	0	0.825703	0.695168	10		motif_33,motif_142,motif_181,motif_163,motif_92	
338	379	-15.9962	0	0.935478	0.840474	10		motif_33,motif_142,motif_181,motif_163,motif_92	
52	234	-32.023	0	0.891622	0.746867	10		motif_33,motif_142,motif_181,motif_163,motif_92	
31	98	-14.0143	0	0.844778	0.708293	10		motif_33,motif_142,motif_181,motif_163,motif_92	
8	266	-132.042	0	0.865221	0.750155	10		motif_33,motif_142,motif_181,motif_163,motif_92	
52	311	-58.0018	0	0.85511	0.662529	10	motif_92	motif_33,motif_142,motif_181,motif_163,motif_92	motif_92
8	1044	-15.9936	0	0.831703	0.645977	10		motif_33,motif_142,motif_181,motif_163,motif_92	
338	402	0.000366211	0	0.895296	0.762184	10		motif_33,motif_142,motif_181,motif_163,motif_92	
51	463	-46.0416	0	0.81498	0.630629	10		motif_33,motif_142,motif_181,motif_163,motif_92	
245	613	-32.0251	0	0.777652	0.539716	10		motif_33,motif_142,motif_181,motif_163,motif_92	
463	784	-11.9613	0	0.800263	0.626418	10		motif_33,motif_142,motif_181,motif_163,motif_92	
120	1473	-2.0061	0	0.81834	0.597489	11		motif_123,NA,NA,NA,NA	
120	1565	0.00183105	0	0.84512	0.524313	11	motif_123	motif_123,NA,NA,NA,NA	motif_123
35	120	-0.010498	0	0.846	0.555404	11	motif_123	motif_123,NA,NA,NA,NA	motif_123
246	976	-28.0289	0	0.811164	0.553705	12		motif_87,motif_59,motif_120,motif_138,motif_178	
221	597	-340.298	0	0.789706	0.546859	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
135	490	2.0173	0	0.842829	0.637275	12		motif_87,motif_59,motif_120,motif_138,motif_178	
1085	1692	30.0101	0	0.892656	0.780058	12		motif_87,motif_59,motif_120,motif_138,motif_178	
524	1796	-162.031	0	0.824077	0.672249	12	motif_120	motif_87,motif_59,motif_120,motif_138,motif_178	motif_120
156	976	-44.0249	0	0.820766	0.553705	12		motif_87,motif_59,motif_120,motif_138,motif_178	
733	1692	32.0256	0	0.871619	0.710954	12		motif_87,motif_59,motif_120,motif_138,motif_178	
597	990	350.318	0	0.955309	0.832609	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
5	990	350.314	0	0.962834	0.827176	12		motif_87,motif_59,motif_120,motif_138,motif_178	
1472	2247	21.9856	0	0.859971	0.698496	12		motif_87,motif_59,motif_120,motif_138,motif_178	
597	2191	324.37	0	0.849241	0.582299	12		motif_87,motif_59,motif_120,motif_138,motif_178	
84	221	340.298	0	0.79589	0.546859	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
286	763	27.9955	0	0.770605	0.526024	12		motif_87,motif_59,motif_120,motif_138,motif_178	
580	733	-37.9774	0	0.83905	0.662928	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
42	346	0.00769043	0	0.807142	0.550954	12		motif_87,motif_59,motif_120,motif_138,motif_178	
1064	1086	280.292	0	0.940489	0.713814	12	motif_59	motif_87,motif_59,motif_120,motif_138,motif_178	motif_59
1064	1072	-0.000610352	0	0.941022	0.713814	12	motif_59	motif_87,motif_59,motif_120,motif_138,motif_178	motif_59
850	1946	18.0464	0	0.786042	0.575513	12		motif_87,motif_59,motif_120,motif_138,motif_178	
221	990	10.0206	0	0.802915	0.549986	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
983	1369	15.9953	0	0.715137	0.522881	12		motif_87,motif_59,motif_120,motif_138,motif_178	
1118	1796	0.00158691	0	0.842287	0.673618	12	motif_120	motif_87,motif_59,motif_120,motif_138,motif_178	motif_120
2191	2247	-324.367	0	0.798829	0.514419	12		motif_87,motif_59,motif_120,motif_138,motif_178	
990	1928	68.0293	0	0.9478	0.788456	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
1085	1946	14.015	0	0.878317	0.708098	12		motif_87,motif_59,motif_120,motif_138,motif_178	
84	990	350.319	0	0.963008	0.832609	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
850	1928	2.0163	0	0.871075	0.640397	12		motif_87,motif_59,motif_120,motif_138,motif_178	
404	1434	-240.036	0	0.927181	0.672677	12		motif_87,motif_59,motif_120,motif_138,motif_178	
990	2247	-350.316	0	0.895069	0.696885	12		motif_87,motif_59,motif_120,motif_138,motif_178	
259	876	15.9959	0	0.931738	0.763	12		motif_87,motif_59,motif_120,motif_138,motif_178	
5	483	-0.00366211	0	0.842932	0.757562	12		motif_87,motif_59,motif_120,motif_138,motif_178	
483	1955	-21.9821	0	0.803245	0.703031	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
84	2247	0.00305176	0	0.926259	0.743358	12		motif_87,motif_59,motif_120,motif_138,motif_178	
221	2247	-340.295	0	0.759232	0.49158	12		motif_87,motif_59,motif_120,motif_138,motif_178	
483	990	350.318	0	0.881947	0.757562	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
258	1118	-162.034	0	0.760351	0.580781	12	motif_120	motif_87,motif_59,motif_120,motif_138,motif_178	motif_120
84	733	418.348	0	0.800243	0.53484	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
237	1249	-266.055	0	0.863022	0.546167	12		motif_87,motif_59,motif_120,motif_138,motif_178	
258	1796	-162.032	0	0.710675	0.522982	12	motif_120	motif_87,motif_59,motif_120,motif_138,motif_178	motif_120
301	917	-600.376	0	0.780004	0.71882	12		motif_87,motif_59,motif_120,motif_138,motif_178	
483	2191	324.369	0	0.784098	0.582299	12		motif_87,motif_59,motif_120,motif_138,motif_178	
1928	1955	-440.329	0	0.911345	0.852231	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
483	1928	418.347	0	0.863201	0.703031	12	motif_165,motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
221	286	-312.304	0	0.878741	0.712843	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
597	2247	0.00268555	0	0.929194	0.7527	12		motif_87,motif_59,motif_120,motif_138,motif_178	
676	705	-48.0219	0	0.761057	0.60973	12		motif_87,motif_59,motif_120,motif_138,motif_178	
229	580	-14.0164	0	0.793861	0.688133	12		motif_87,motif_59,motif_120,motif_138,motif_178	
258	286	-312.304	0	0.849296	0.635557	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
237	1040	-118.046	0	0.802515	0.482039	12		motif_87,motif_59,motif_120,motif_138,motif_178	
229	960	-0.00158691	0	0.917918	0.860985	12		motif_87,motif_59,motif_120,motif_138,motif_178	
119	1086	0.0032959	0	1	1	12	motif_59	motif_87,motif_59,motif_120,motif_138,motif_178	motif_59
483	597	-0.000732422	0	0.826932	0.757562	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
850	1086	-140.069	0	0.921754	0.607671	12	motif_59	motif_87,motif_59,motif_120,motif_138,motif_178	motif_59
61	229	-27.995	0	0.81568	0.688133	12		motif_87,motif_59,motif_120,motif_138,motif_178	
259	346	0.00708008	0	0.917838	0.675855	12		motif_87,motif_59,motif_120,motif_138,motif_178	
733	1085	2.0155	0	0.924269	0.823401	12		motif_87,motif_59,motif_120,motif_138,motif_178	
1928	2191	-93.9779	0	0.852495	0.582299	12		motif_87,motif_59,motif_120,motif_138,motif_178	
296	711	0.00189209	0	0.975259	0.85864	12	motif_138	motif_87,motif_59,motif_120,motif_138,motif_178	motif_138
850	873	2.01617	0	0.799271	0.590807	12		motif_87,motif_59,motif_120,motif_138,motif_178	
5	597	-0.00439453	0	0.986913	0.862667	12		motif_87,motif_59,motif_120,motif_138,motif_178	
5	2247	-0.00170898	0	0.923729	0.738739	12		motif_87,motif_59,motif_120,motif_138,motif_178	
237	1434	-240.039	0	0.938493	0.672677	12		motif_87,motif_59,motif_120,motif_138,motif_178	
733	1955	-440.329	0	0.807912	0.53484	12	motif_87	motif_87,motif_59,motif_120,motif_138,motif_178	motif_87
